Group_CompFuncLoc,SerialPrefix_CompFuncLoc,Validation Code,Group (L),Serial Prefix,Functional_Loc,Task Desc,Component_Code,Component_Code_Description,Modifier_Code,Reason,Model,Column1
90009468HYDSYS-HDHLF-HBSBC,DHJHYDSYS-HDHLF-HBSBC,90009468DHJHYDSYS-HDHLF-HBSBC,90009468,DHJ,HYDSYS-HDHLF-HBSBC,Repl Boom Stick Bucket Cyl Hoses,,,,,,DHJ
90009475HYDSYS-HDHLF-PTOCL,DHJHYDSYS-HDHLF-PTOCL,90009475DHJHYDSYS-HDHLF-PTOCL,90009475,DHJ,HYDSYS-HDHLF-PTOCL,Repl PTO Cooling Hoses,,,,,,DHJ
90003165HYDSYS-HYDPP-SVPPR,DHJHYDSYS-HYDPP-SVPPR,90003165DHJHYDSYS-HYDPP-SVPPR,90003165,DHJ,HYDSYS-HYDPP-SVPPR,Repl Pump Servo RH,,,,,,DHJ
90003193STRUCT-UNDER-SLEWB,DHJSTRUCT-UNDER-SLEWB,90003193DHJSTRUCT-UNDER-SLEWB,90003193,DHJ,STRUCT-UNDER-SLEWB,Repl Slew Gear Bearing,,,,,,DHJ
90017923RHENGN,DHJRHENGN,90017923DHJRHENGN,90017923,DHJ,RHENGN,Adjust 4500hr Valve Set,,,,,,DHJ
90004141STRUCT-CABIN-AIRCR,DHJSTRUCT-CABIN-AIRCR,90004141DHJSTRUCT-CABIN-AIRCR,90004141,DHJ,STRUCT-CABIN-AIRCR,Annual Air Con Service RH,,,,,,DHJ
90004141STRUCT-CABIN-AIRCL,DHJSTRUCT-CABIN-AIRCL,90004141DHJSTRUCT-CABIN-AIRCL,90004141,DHJ,STRUCT-CABIN-AIRCL,Annual Air Con Service LH,,,,,,DHJ
90022739HYDSYS-HDHLF-SWMCD,DHJHYDSYS-HDHLF-SWMCD,90022739DHJHYDSYS-HDHLF-SWMCD,90022739,DHJ,HYDSYS-HDHLF-SWMCD,Repl Swing Motor Case Drain Hoses,,,,,,DHJ
90018988GRSYST-ALBPP,DHJGRSYST-ALBPP,90018988DHJGRSYST-ALBPP,90018988,DHJ,GRSYST-ALBPP,Repl Auto Lube Pump Superstructure,,,,,,DHJ
90022737HYDSYS-HDHLF-SHTRV,DHJHYDSYS-HDHLF-SHTRV,90022737DHJHYDSYS-HDHLF-SHTRV,90022737,DHJ,HYDSYS-HDHLF-SHTRV,Servo Hoses Cascade to Trvl Valve,,,,,,DHJ
90016788ELCTLV-CHARG-BATTY,DHJELCTLV-CHARG-BATTY,90016788DHJELCTLV-CHARG-BATTY,90016788,DHJ,ELCTLV-CHARG-BATTY,Repl Batteries,,,,,,DHJ
90009478HYDSYS-HDHLF-SHBLK,DHJHYDSYS-HDHLF-SHBLK,90009478DHJHYDSYS-HDHLF-SHBLK,90009478,DHJ,HYDSYS-HDHLF-SHBLK,Servo Hoses Cascade to Bulkhead,,,,,,DHJ
90022643HYDSYS-HYDPP-SRPPL,DHJHYDSYS-HYDPP-SRPPL,90022643DHJHYDSYS-HYDPP-SRPPL,90022643,DHJ,HYDSYS-HYDPP-SRPPL,Repl Hyd Pump Swing Replenish LH,,,,,,DHJ
90022643HYDSYS-HYDPP-SRPPR,DHJHYDSYS-HYDPP-SRPPR,90022643DHJHYDSYS-HYDPP-SRPPR,90022643,DHJ,HYDSYS-HYDPP-SRPPR,Repl Hyd Pump Swing Replenish RH,,,,,,DHJ
90003181STRUCT-BOOMS,DHJSTRUCT-BOOMS,90003181DHJSTRUCT-BOOMS,90003181,DHJ,STRUCT-BOOMS,Repl Boom Assembly,,,,,,DHJ
90003183STRUCT-STICK,DHJSTRUCT-STICK,90003183DHJSTRUCT-STICK,90003183,DHJ,STRUCT-STICK,Repl Stick Assembly,,,,,,DHJ
90004684STRUCT-CABIN,DHJSTRUCT-CABIN,90004684DHJSTRUCT-CABIN,90004684,DHJ,STRUCT-CABIN,Repl Wiper Blades,,,,,,DHJ
90009481HYDSYS-HDHLF-SWCRT,DHJHYDSYS-HDHLF-SWCRT,90009481DHJHYDSYS-HDHLF-SWCRT,90009481,DHJ,HYDSYS-HDHLF-SWCRT,Repl Swing Circuit Hoses,,,,,,DHJ
90018990GRSYST-ALCON,DHJGRSYST-ALCON,90018990DHJGRSYST-ALCON,90018990,DHJ,GRSYST-ALCON,Repl Grease Control Valving,,,,,,DHJ
90020303COMMUN-FLMGT,DHJCOMMUN-FLMGT,90020303DHJCOMMUN-FLMGT,90020303,DHJ,COMMUN-FLMGT,6M Anritsu Test WiFi Cables,,,,,,DHJ
90017925LHENGN,DHJLHENGN,90017925DHJLHENGN,90017925,DHJ,LHENGN,Adjust 500hr Initial Valve Set,,,,,,DHJ
90017925RHENGN,DHJRHENGN,90017925DHJRHENGN,90017925,DHJ,RHENGN,Adjust 500hr Initial Valve Set,,,,,,DHJ
90017865HYDSYS,DHJHYDSYS,90017865DHJHYDSYS,90017865,DHJ,HYDSYS,Hydraulic System Tune Up,,,,,,DHJ
90009471HYDSYS-HDHLF-HCC,DHJHYDSYS-HDHLF-HCC,90009471DHJHYDSYS-HDHLF-HCC,90009471,DHJ,HYDSYS-HDHLF-HCC,Repl Hydraulic Cooling Circ Hoses,,,,,,DHJ
90009472HYDSYS-HDHLF-HPCDL,DHJHYDSYS-HDHLF-HPCDL,90009472DHJHYDSYS-HDHLF-HPCDL,90009472,DHJ,HYDSYS-HDHLF-HPCDL,Repl Hyd Pump Case Drain Hoses,,,,,,DHJ
90009474HYDSYS-HDHLF-OILSC,DHJHYDSYS-HDHLF-OILSC,90009474DHJHYDSYS-HDHLF-OILSC,90009474,DHJ,HYDSYS-HDHLF-OILSC,Repl Oil Suction Hoses,,,,,,DHJ
90009470HYDSYS-HDHLF-FDHC,DHJHYDSYS-HDHLF-FDHC,90009470DHJHYDSYS-HDHLF-FDHC,90009470,DHJ,HYDSYS-HDHLF-FDHC,Fan Drive Crct Hyd Cooling Hoses,,,,,,DHJ
90022723HYDSYS-HDHLF-SSTBR,DHJHYDSYS-HDHLF-SSTBR,90022723DHJHYDSYS-HDHLF-SSTBR,90022723,DHJ,HYDSYS-HDHLF-SSTBR,2nd Speed Trvl Brake Release Hose,,,,,,DHJ
90009477HYDSYS-HDHLF-RCLVH,DHJHYDSYS-HDHLF-RCLVH,90009477DHJHYDSYS-HDHLF-RCLVH,90009477,DHJ,HYDSYS-HDHLF-RCLVH,Repl Rotor & Logic Valve Hp Hoses,,,,,,DHJ
90022513STRUCT-STLAD-SLFXD,DHJSTRUCT-STLAD-SLFXD,90022513DHJSTRUCT-STLAD-SLFXD,90022513,DHJ,STRUCT-STLAD-SLFXD,Repl Emergency Ladder,,,,,,DHJ
90015426TRAVEL-TRKLH,DHJTRAVEL-TRKLH,90015426DHJTRAVEL-TRKLH,90015426,DHJ,TRAVEL-TRKLH,Repl Track Assembly LH,,,,,,DHJ
90015426TRAVEL-TRKRH,DHJTRAVEL-TRKRH,90015426DHJTRAVEL-TRKRH,90015426,DHJ,TRAVEL-TRKRH,Repl Track Assembly RH,,,,,,DHJ
90016793HYDSYS,DHJHYDSYS,90016793DHJHYDSYS,90016793,DHJ,HYDSYS,Hydraulic Oil Replacement,,,,,,DHJ
90018424LHENGN,DHJLHENGN,90018424DHJLHENGN,90018424,DHJ,LHENGN,Engine Midlife Complete LH,,,,,,DHJ
90018424RHENGN,DHJRHENGN,90018424DHJRHENGN,90018424,DHJ,RHENGN,Engine Midlife Complete RH,,,,,,DHJ
90009476HYDSYS-HDHLF-RCDM,DHJHYDSYS-HDHLF-RCDM,90009476DHJHYDSYS-HDHLF-RCDM,90009476,DHJ,HYDSYS-HDHLF-RCDM,Repl Rotor to Drive Motor Hoses,,,,,,DHJ
90009480HYDSYS-HDHLF-SHTRV,DHJHYDSYS-HDHLF-SHTRV,90009480DHJHYDSYS-HDHLF-SHTRV,90009480,DHJ,HYDSYS-HDHLF-SHTRV,Servo Hoses Cascade to Trvl Valve,,,,,,DHJ
90022741HYDSYS-HDHLF-TRTNH,DHJHYDSYS-HDHLF-TRTNH,90022741DHJHYDSYS-HDHLF-TRTNH,90022741,DHJ,HYDSYS-HDHLF-TRTNH,Repl Track Tensioning Hoses,,,,,,DHJ
90009469HYDSYS-HDHLF-FDEC,DHJHYDSYS-HDHLF-FDEC,90009469DHJHYDSYS-HDHLF-FDEC,90009469,DHJ,HYDSYS-HDHLF-FDEC,Fan Drive Crct Eng Cooling Hoses,,,,,,DHJ
90009477HYDSYS-HDHLF-RCLV,DHJHYDSYS-HDHLF-RCLV,90009477DHJHYDSYS-HDHLF-RCLV,90009477,DHJ,HYDSYS-HDHLF-RCLV,Repl Rotor & Logic Valve Hp Hoses,,,,,,DHJ
90003180STRUCT-CABIN-SEATS,DHJSTRUCT-CABIN-SEATS,90003180DHJSTRUCT-CABIN-SEATS,90003180,DHJ,STRUCT-CABIN-SEATS,Repl Operators Seat,,,,,,DHJ
90022724HYDSYS-HDHLF-BMARH,DHJHYDSYS-HDHLF-BMARH,90022724DHJHYDSYS-HDHLF-BMARH,90022724,DHJ,HYDSYS-HDHLF-BMARH,Repl Boom Arch Hoses,,,,,,DHJ
90022733HYDSYS-HDHLF-RCDMH,DHJHYDSYS-HDHLF-RCDMH,90022733DHJHYDSYS-HDHLF-RCDMH,90022733,DHJ,HYDSYS-HDHLF-RCDMH,Repl Rotor to Drive Motor Hoses,,,,,,DHJ
90009482HYDSYS-HDHLF-SWMCD,DHJHYDSYS-HDHLF-SWMCD,90009482DHJHYDSYS-HDHLF-SWMCD,90009482,DHJ,HYDSYS-HDHLF-SWMCD,Repl Swing Motor Case Drain Hoses,,,,,,DHJ
90009484HYDSYS-HDHLF-TRTN,DHJHYDSYS-HDHLF-TRTN,90009484DHJHYDSYS-HDHLF-TRTN,90009484,DHJ,HYDSYS-HDHLF-TRTN,Repl Track Tensioning Hoses,,,,,,DHJ
90009479HYDSYS-HDHLF-SHMCV,DHJHYDSYS-HDHLF-SHMCV,90009479DHJHYDSYS-HDHLF-SHMCV,90009479,DHJ,HYDSYS-HDHLF-SHMCV,Repl Servo Hoses Bulkhead to MCV,,,,,,DHJ
90009473HYDSYS-HDHLF-MPRCH,DHJHYDSYS-HDHLF-MPRCH,90009473DHJHYDSYS-HDHLF-MPRCH,90009473,DHJ,HYDSYS-HDHLF-MPRCH,Repl Main Pump to Rotor Hoses,,,,,,DHJ
90018614RHENGN,DHJRHENGN,90018614DHJRHENGN,90018614,DHJ,RHENGN,Engine Midlife Complete RH,,,,,,DHJ
90029836TRNSYS-TRANS,SSPTRNSYS-TRANS,90029836SSPTRNSYS-TRANS,90029836,SSP,TRNSYS-TRANS,Transmission Calibration,,,,Refer to a Service. Not planned by P&F,,SSP
90002965HYDSYS-HDCYL-BLCYL,221HYDSYS-HDCYL-BLCYL,90002965221HYDSYS-HDCYL-BLCYL,90002965,221,HYDSYS-HDCYL-BLCYL,Repl Cylinder Blade Lift LH,5102,5102 - LIFT/HOIST CYLINDER,LT,,,2215102 - LIFT/HOIST CYLINDERLT
90002966HYDSYS-HDCYL-BLCYR,221HYDSYS-HDCYL-BLCYR,90002966221HYDSYS-HDCYL-BLCYR,90002966,221,HYDSYS-HDCYL-BLCYR,Repl Cylinder Blade Lift RH,5102,5102 - LIFT/HOIST CYLINDER,RI,,,2215102 - LIFT/HOIST CYLINDERRI
90002967HYDSYS-HDCYL-BTCYL,221HYDSYS-HDCYL-BTCYL,90002967221HYDSYS-HDCYL-BTCYL,90002967,221,HYDSYS-HDCYL-BTCYL,Repl Cylinder Blade Tilt LH,5104,5104 - TILT CYLINDER,LT,,,2215104 - TILT CYLINDERLT
90002968HYDSYS-HDCYL-BTCYR,221HYDSYS-HDCYL-BTCYR,90002968221HYDSYS-HDCYL-BTCYR,90002968,221,HYDSYS-HDCYL-BTCYR,Repl Cylinder Blade Tilt RH,5104,5104 - TILT CYLINDER,RI,,,2215104 - TILT CYLINDERRI
90020240HYDSYS-HYDPP-FANP2,DLKHYDSYS-HYDPP-FANP2,90020240DLKHYDSYS-HYDPP-FANP2,90020240,DLK,HYDSYS-HYDPP-FANP2,Repl Hyd Pump Fan Engine Cool RH,1387,1387 - HYDRAULIC FAN PUMP,LT,,,DLK1387 - HYDRAULIC FAN PUMPLT
ELCTLV-CHARG-ALTER,DLKELCTLV-CHARG-ALTER,DLKELCTLV-CHARG-ALTER,,DLK,ELCTLV-CHARG-ALTER,Alternator 24V,1405,1405 - ALTERNATOR,00,,,DLK1405 - ALTERNATOR00
90002499LHENGN,DHNLHENGN,90002499DHNLHENGN,90002499,DHN,LHENGN,Repl Engine Cummins QSK45,1000,1000 - ENGINE,LT,,,DHN1000 - ENGINELT
90002499RHENGN,DHNRHENGN,90002499DHNRHENGN,90002499,DHN,RHENGN,Repl Engine Cummins QSK45,1000,1000 - ENGINE,RI,,,DHN1000 - ENGINERI
90000727LHENGN,DHNLHENGN,90000727DHNLHENGN,90000727,DHN,LHENGN,Repl Engine Cummins QSK45,1000,1000 - ENGINE,LT,,,DHN1000 - ENGINELT
90000727RHENGN,DHNRHENGN,90000727DHNRHENGN,90000727,DHN,RHENGN,Repl Engine Cummins QSK45,1000,1000 - ENGINE,RI,,,DHN1000 - ENGINERI
90002504LHENGN-COSYS-RADTR,DHNLHENGN-COSYS-RADTR,90002504DHNLHENGN-COSYS-RADTR,90002504,DHN,LHENGN-COSYS-RADTR,Repl Radiator Engine Cooling,1353,1353 - RADIATOR,LT,,,DHN1353 - RADIATORLT
90002504RHENGN-COSYS-RADTR,DHNRHENGN-COSYS-RADTR,90002504DHNRHENGN-COSYS-RADTR,90002504,DHN,RHENGN-COSYS-RADTR,Repl Radiator Engine Cooling,1353,1353 - RADIATOR,RI,,,DHN1353 - RADIATORRI
90000738HYDSYS-HYDPP-FPHC1,DHNHYDSYS-HYDPP-FPHC1,90000738DHNHYDSYS-HYDPP-FPHC1,90000738,DHN,HYDSYS-HYDPP-FPHC1,Repl Hyd Pump Fan Hyd Oil Cool P1,1387,1387 - HYDRAULIC FAN PUMP,RF,,,DHN1387 - HYDRAULIC FAN PUMPRF
90000738HYDSYS-HYDPP-FPHC2,DHNHYDSYS-HYDPP-FPHC2,90000738DHNHYDSYS-HYDPP-FPHC2,90000738,DHN,HYDSYS-HYDPP-FPHC2,Repl Hyd Pump Fan Hyd Oil Cool P2,1387,1387 - HYDRAULIC FAN PUMP,RR,,,DHN1387 - HYDRAULIC FAN PUMPRR
90000738HYDSYS-HYDPP-FPHC3,DHNHYDSYS-HYDPP-FPHC3,90000738DHNHYDSYS-HYDPP-FPHC3,90000738,DHN,HYDSYS-HYDPP-FPHC3,Repl Hyd Pump Fan Hyd Oil Cool P3,1387,1387 - HYDRAULIC FAN PUMP,LR,,,DHN1387 - HYDRAULIC FAN PUMPLR
90000738HYDSYS-HYDPP-FPHC4,DHNHYDSYS-HYDPP-FPHC4,90000738DHNHYDSYS-HYDPP-FPHC4,90000738,DHN,HYDSYS-HYDPP-FPHC4,Repl Hyd Pump Fan Hyd Oil Cool P4,1387,1387 - HYDRAULIC FAN PUMP,LF,,,DHN1387 - HYDRAULIC FAN PUMPLF
90002523HYDSYS-HYDPP-FPHC1,DHNHYDSYS-HYDPP-FPHC1,90002523DHNHYDSYS-HYDPP-FPHC1,90002523,DHN,HYDSYS-HYDPP-FPHC1,Repl Hyd Pump Fan Hyd Oil Cool P1,1387,1387 - HYDRAULIC FAN PUMP,RF,,,DHN1387 - HYDRAULIC FAN PUMPRF
90002523HYDSYS-HYDPP-FPHC2,DHNHYDSYS-HYDPP-FPHC2,90002523DHNHYDSYS-HYDPP-FPHC2,90002523,DHN,HYDSYS-HYDPP-FPHC2,Repl Hyd Pump Fan Hyd Oil Cool P2,1387,1387 - HYDRAULIC FAN PUMP,RR,,,DHN1387 - HYDRAULIC FAN PUMPRR
90002523HYDSYS-HYDPP-FPHC3,DHNHYDSYS-HYDPP-FPHC3,90002523DHNHYDSYS-HYDPP-FPHC3,90002523,DHN,HYDSYS-HYDPP-FPHC3,Repl Hyd Pump Fan Hyd Oil Cool P3,1387,1387 - HYDRAULIC FAN PUMP,LR,,,DHN1387 - HYDRAULIC FAN PUMPLR
90002523HYDSYS-HYDPP-FPHC4,DHNHYDSYS-HYDPP-FPHC4,90002523DHNHYDSYS-HYDPP-FPHC4,90002523,DHN,HYDSYS-HYDPP-FPHC4,Repl Hyd Pump Fan Hyd Oil Cool P4,1387,1387 - HYDRAULIC FAN PUMP,LF,,,DHN1387 - HYDRAULIC FAN PUMPLF
90018574HYDSYS-HDOCO-OCHFR,DHNHYDSYS-HDOCO-OCHFR,90018574DHNHYDSYS-HDOCO-OCHFR,90018574,DHN,HYDSYS-HDOCO-OCHFR,Hyd Oil Cooler Front,1374,1374 - HYDRAULIC OIL COOLER,FLO,,,DHN1374 - HYDRAULIC OIL COOLERFLO
90018575HYDSYS-HDOCO-OCHRR,DHNHYDSYS-HDOCO-OCHRR,90018575DHNHYDSYS-HDOCO-OCHRR,90018575,DHN,HYDSYS-HDOCO-OCHRR,Hyd Oil Cooler Rear,1374,1374 - HYDRAULIC OIL COOLER,RLO,,,DHN1374 - HYDRAULIC OIL COOLERRLO
HYDSYS-HDOCO-OCHBF,DHNHYDSYS-HDOCO-OCHBF,DHNHYDSYS-HDOCO-OCHBF,,DHN,HYDSYS-HDOCO-OCHBF,Oil Cooler Hydraulic Bottom Front,1374,1374 - HYDRAULIC OIL COOLER,FLO,,,DHN1374 - HYDRAULIC OIL COOLERFLO
HYDSYS-HDOCO-OCHBR,DHNHYDSYS-HDOCO-OCHBR,DHNHYDSYS-HDOCO-OCHBR,,DHN,HYDSYS-HDOCO-OCHBR,Oil Cooler Hydraulic Bottom Rear,1374,1374 - HYDRAULIC OIL COOLER,RLO,,,DHN1374 - HYDRAULIC OIL COOLERRLO
HYDSYS-HDOCO-OCHTF,DHNHYDSYS-HDOCO-OCHTF,DHNHYDSYS-HDOCO-OCHTF,,DHN,HYDSYS-HDOCO-OCHTF,Oil Cooler Hydraulic Top Front,1374,1374 - HYDRAULIC OIL COOLER,FUP,,,DHN1374 - HYDRAULIC OIL COOLERFUP
HYDSYS-HDOCO-OCHTR,DHNHYDSYS-HDOCO-OCHTR,DHNHYDSYS-HDOCO-OCHTR,,DHN,HYDSYS-HDOCO-OCHTR,Oil Cooler Hydraulic Top Rear,1374,1374 - HYDRAULIC OIL COOLER,REU,,,DHN1374 - HYDRAULIC OIL COOLERREU
90002536HYDSYS-HDMOT-FHCBF,DHNHYDSYS-HDMOT-FHCBF,90002536DHNHYDSYS-HDMOT-FHCBF,90002536,DHN,HYDSYS-HDMOT-FHCBF,Repl Hyd Motor Fan Hyd Cool Bot Fr,1386,1386 - HYDRAULIC FAN MOTOR,FLO,,,DHN1386 - HYDRAULIC FAN MOTORFLO
90002536HYDSYS-HDMOT-FHCBR,DHNHYDSYS-HDMOT-FHCBR,90002536DHNHYDSYS-HDMOT-FHCBR,90002536,DHN,HYDSYS-HDMOT-FHCBR,Repl Hyd Motor Fan Hyd Cool Bot Rr,1386,1386 - HYDRAULIC FAN MOTOR,RLO,,,DHN1386 - HYDRAULIC FAN MOTORRLO
90002536HYDSYS-HDMOT-FHCTF,DHNHYDSYS-HDMOT-FHCTF,90002536DHNHYDSYS-HDMOT-FHCTF,90002536,DHN,HYDSYS-HDMOT-FHCTF,Repl Hyd Motor Fan Hyd Cool Top Fr,1386,1386 - HYDRAULIC FAN MOTOR,FUP,,,DHN1386 - HYDRAULIC FAN MOTORFUP
90002536HYDSYS-HDMOT-FHCTR,DHNHYDSYS-HDMOT-FHCTR,90002536DHNHYDSYS-HDMOT-FHCTR,90002536,DHN,HYDSYS-HDMOT-FHCTR,Repl Hyd Motor Fan Hyd Cool Top Rr,1386,1386 - HYDRAULIC FAN MOTOR,REU,,,DHN1386 - HYDRAULIC FAN MOTORREU
90000744HYDSYS-HDMOT-FHCBF,DHNHYDSYS-HDMOT-FHCBF,90000744DHNHYDSYS-HDMOT-FHCBF,90000744,DHN,HYDSYS-HDMOT-FHCBF,Hyd Motor Fan Hyd Cool Bot Fr,1386,1386 - HYDRAULIC FAN MOTOR,FLO,,,DHN1386 - HYDRAULIC FAN MOTORFLO
90000744HYDSYS-HDMOT-FHCBR,DHNHYDSYS-HDMOT-FHCBR,90000744DHNHYDSYS-HDMOT-FHCBR,90000744,DHN,HYDSYS-HDMOT-FHCBR,Hyd Motor Fan Hyd Cool Bot Rr,1386,1386 - HYDRAULIC FAN MOTOR,RLO,,,DHN1386 - HYDRAULIC FAN MOTORRLO
90000744HYDSYS-HDMOT-FHCTF,DHNHYDSYS-HDMOT-FHCTF,90000744DHNHYDSYS-HDMOT-FHCTF,90000744,DHN,HYDSYS-HDMOT-FHCTF,Hyd Motor Fan Hyd Cool Top Fr,1386,1386 - HYDRAULIC FAN MOTOR,FUP,,,DHN1386 - HYDRAULIC FAN MOTORFUP
90000744HYDSYS-HDMOT-FHCTR,DHNHYDSYS-HDMOT-FHCTR,90000744DHNHYDSYS-HDMOT-FHCTR,90000744,DHN,HYDSYS-HDMOT-FHCTR,Hyd Motor Fan Hyd Cool Top Rr,1386,1386 - HYDRAULIC FAN MOTOR,REU,,,DHN1386 - HYDRAULIC FAN MOTORREU
90002520HYDSYS-PPDRL,DHNHYDSYS-PPDRL,90002520DHNHYDSYS-PPDRL,90002520,DHN,HYDSYS-PPDRL,Repl Pump Drive Gearbox LH,3108,3108 - PUMP DRIVE GRP,LT,,,DHN3108 - PUMP DRIVE GRPLT
90002520HYDSYS-PPDRR,DHNHYDSYS-PPDRR,90002520DHNHYDSYS-PPDRR,90002520,DHN,HYDSYS-PPDRR,Repl Pump Drive Gearbox RH,3108,3108 - PUMP DRIVE GRP,RI,,,DHN3108 - PUMP DRIVE GRPRI
90002514TRAVEL-FDRRH,DHNTRAVEL-FDRRH,90002514DHNTRAVEL-FDRRH,90002514,DHN,TRAVEL-FDRRH,Repl Final Drive RH,4050,4050 - FINAL DRIVE,RI,,,DHN4050 - FINAL DRIVERI
90002514TRAVEL-FDRLH,DHNTRAVEL-FDRLH,90002514DHNTRAVEL-FDRLH,90002514,DHN,TRAVEL-FDRLH,Repl Final Drive LH,4050,4050 - FINAL DRIVE,LT,,,DHN4050 - FINAL DRIVELT
UNDERC-TKFRL-FDRLH,DHNUNDERC-TKFRL-FDRLH,DHNUNDERC-TKFRL-FDRLH,,DHN,UNDERC-TKFRL-FDRLH,Final Drive L/H,4050,4050 - FINAL DRIVE,LT,,,DHN4050 - FINAL DRIVELT
UNDERC-TKFRR-FDRRH,DHNUNDERC-TKFRR-FDRRH,DHNUNDERC-TKFRR-FDRRH,,DHN,UNDERC-TKFRR-FDRRH,Final Drive R/H,4050,4050 - FINAL DRIVE,RI,,,DHN4050 - FINAL DRIVERI
90004379STRUCT-TKFRR-CARRR,DHNSTRUCT-TKFRR-CARRR,90004379DHNSTRUCT-TKFRR-CARRR,90004379,DHN,STRUCT-TKFRR-CARRR,Repl Roller Carrier RHR,4154,4154 - CARRIER ROLLER,RR,,,DHN4154 - CARRIER ROLLERRR
90004379STRUCT-TKFRL-CARLF,DHNSTRUCT-TKFRL-CARLF,90004379DHNSTRUCT-TKFRL-CARLF,90004379,DHN,STRUCT-TKFRL-CARLF,Repl Roller Carrier LHF,4154,4154 - CARRIER ROLLER,LF,,,DHN4154 - CARRIER ROLLERLF
90004379STRUCT-TKFRL-CARLR,DHNSTRUCT-TKFRL-CARLR,90004379DHNSTRUCT-TKFRL-CARLR,90004379,DHN,STRUCT-TKFRL-CARLR,Repl Roller Carrier LHR,4154,4154 - CARRIER ROLLER,LR,,,DHN4154 - CARRIER ROLLERLR
90004379STRUCT-TKFRR-CARRF,DHNSTRUCT-TKFRR-CARRF,90004379DHNSTRUCT-TKFRR-CARRF,90004379,DHN,STRUCT-TKFRR-CARRF,Repl Roller Carrier RHF,4154,4154 - CARRIER ROLLER,RF,,,DHN4154 - CARRIER ROLLERRF
UNDERC-TKFRR-CARRF,DHNUNDERC-TKFRR-CARRF,DHNUNDERC-TKFRR-CARRF,,DHN,UNDERC-TKFRR-CARRF,Roller Carrier R/H Front,4154,4154 - CARRIER ROLLER,RF,,,DHN4154 - CARRIER ROLLERRF
UNDERC-TKFRR-CARRR,DHNUNDERC-TKFRR-CARRR,DHNUNDERC-TKFRR-CARRR,,DHN,UNDERC-TKFRR-CARRR,Roller Carrier R/H Rear,4154,4154 - CARRIER ROLLER,RR,,,DHN4154 - CARRIER ROLLERRR
UNDERC-TKFRL-CARLF,DHNUNDERC-TKFRL-CARLF,DHNUNDERC-TKFRL-CARLF,,DHN,UNDERC-TKFRL-CARLF,Roller Carrier L/H Front,1374,4154 - CARRIER ROLLER,LF,,,DHN4154 - CARRIER ROLLERLF
UNDERC-TKFRL-CARLR,DHNUNDERC-TKFRL-CARLR,DHNUNDERC-TKFRL-CARLR,,DHN,UNDERC-TKFRL-CARLR,Roller Carrier L/H Rear,1374,4154 - CARRIER ROLLER,LR,,,DHN4154 - CARRIER ROLLERLR
90002553STRUCT-TKFRL-TENSR,DHNSTRUCT-TKFRL-TENSR,90002553DHNSTRUCT-TKFRL-TENSR,90002553,DHN,STRUCT-TKFRL-TENSR,Repl Track Tensioner LH,4157,4157 - TRACK ADJUSTER,LT,,,DHN4157 - TRACK ADJUSTERLT
90002553STRUCT-TKFRR-TENSR,DHNSTRUCT-TKFRR-TENSR,90002553DHNSTRUCT-TKFRR-TENSR,90002553,DHN,STRUCT-TKFRR-TENSR,Repl Track Tensioner RH,4157,4157 - TRACK ADJUSTER,RI,,,DHN4157 - TRACK ADJUSTERRI
UNDERC-TKFRL-TENSR,DHNUNDERC-TKFRL-TENSR,DHNUNDERC-TKFRL-TENSR,,DHN,UNDERC-TKFRL-TENSR,Track Tensioner L/H,4157,4157 - TRACK ADJUSTER,LT,,,DHN4157 - TRACK ADJUSTERLT
UNDERC-TKFRR-TENSR,DHNUNDERC-TKFRR-TENSR,DHNUNDERC-TKFRR-TENSR,,DHN,UNDERC-TKFRR-TENSR,Track Tensioner R/H,4157,4157 - TRACK ADJUSTER,RI,,,DHN4157 - TRACK ADJUSTERRI
90004377STRUCT-TKFRL-LOLH1,DHNSTRUCT-TKFRL-LOLH1,90004377DHNSTRUCT-TKFRL-LOLH1,90004377,DHN,STRUCT-TKFRL-LOLH1,Repl Roller Load LH Pos1,4180,4180 - TRACK ROLLER,L01,,,DHN4180 - TRACK ROLLERL01
90004377STRUCT-TKFRL-LOLH2,DHNSTRUCT-TKFRL-LOLH2,90004377DHNSTRUCT-TKFRL-LOLH2,90004377,DHN,STRUCT-TKFRL-LOLH2,Repl Roller Load LH Pos2,4180,4180 - TRACK ROLLER,L02,,,DHN4180 - TRACK ROLLERL02
ENGINE,JXPENGINE,JXPENGINE,,JXP,ENGINE,"Replace Engine Assembly, Caterpillar C32",1000,1000 - ENGINE,00,,,JXP1000 - ENGINE00
ENGINE-COSYS-RADTR,JXPENGINE-COSYS-RADTR,JXPENGINE-COSYS-RADTR,,JXP,ENGINE-COSYS-RADTR,Radiator Engine,1353,1353 - RADIATOR,00,,,JXP1353 - RADIATOR00
TRNSYS-TRANS,JXPTRNSYS-TRANS,JXPTRNSYS-TRANS,,JXP,TRNSYS-TRANS,Replace Transmission,3030,3030 - TRANSMISSION,00,,,JXP3030 - TRANSMISSION00
90011350STRSYS-STRCY-STCYL,KE4STRSYS-STRCY-STCYL,90011350KE4STRSYS-STRCY-STCYL,90011350,KE4,STRSYS-STRCY-STCYL, Repl Cyl Steering LH,4303,4303 - STEERING CYLINDER,LT,,,KE44303 - STEERING CYLINDERLT
